id,enquiry_id,data,invoice_type,use_editage_card,editage_card_id,currency_code,premium,billing_unit_count,rate,discount,tax,gross_price,net_price,price_after_tax,client_invoice_frequency,status,invoice_id,created_by,created_date,last_modified_by,last_modified_date,payment_admin_eos_id,editage_card_status,component_id,eos_users,sent_to_client_date,active,converted_amount,converted_currency
2679332,2447093,,1283,,,USD,,1,255.0000,,0.0000,255.0000,216.7500,216.7500,job,quote-accepted,1028184,216833,2019-12-01 06:00:31.000000,627023,2019-12-10 11:18:45.000000,,,2642487,,2019-12-10 11:18:45,true,,
2679339,2447100,,1287,,,BRL,,3083,0.1300,60.0000,0.0000,400.7900,340.7900,340.7900,job,quote-accepted,1026112,434033,2019-12-01 06:08:50.000000,616800,2019-12-06 08:42:04.000000,,,2642494,,2019-12-06 08:42:04,true,,
2679342,2447103,"{""invoice_generation"": {""amount"": 1012, ""currency"": ""USD""}}",98738,,,USD,,1,792.0000,,0.0000,792.0000,1012.0000,1012.0000,job,quote-accepted,1026913,699199,2019-12-01 06:10:11.000000,211745,2019-12-07 11:47:53.000000,,,2642497,,2019-12-07 11:47:53,true,,
2679344,2447105,,1277,true,13334,KRW,,1,1.0000,,0.0000,1.0000,1.0000,1.0000,job,quote-accepted,1023026,225667,2019-12-01 06:15:07.000000,490211,2019-12-01 06:21:57.000000,,created,2642499,,2019-12-01 06:21:56,true,,
2679379,2447139,,1280,,,KRW,,2220,130.0000,,28860.0000,288600.0000,288600.0000,317460.0000,job,quote-accepted,1026004,108005,2019-12-01 06:31:16.000000,246325,2019-12-05 20:29:58.000000,,,2642534,,2019-12-05 20:29:58,true,,
2679408,2447167,,1290,,,CNY,,2600,0.6600,,102.9600,1716.0000,1716.0000,1818.9600,job,quote-accepted,1025959,753873,2019-12-01 06:42:36.000000,513652,2019-12-05 18:57:47.000000,,,2642563,,2019-12-05 18:57:46,true,,
2679414,2447172,,1256,,,USD,,9954,0.0680,47.3800,0.0000,676.8700,426.4300,426.4300,job,quote-accepted,1027543,753849,2019-12-01 06:45:23.000000,632696,2019-12-09 11:58:54.000000,,,2642568,,2019-12-09 11:58:54,true,,
2679428,2447184,,1274,,,KRW,,942,55.0000,,5181.0000,51810.0000,51810.0000,56991.0000,monthly,quote-accepted,1040744,363587,2019-12-01 06:51:45.000000,246325,2019-12-03 22:47:10.000000,,,2642582,,2019-12-03 22:47:10,true,,
2679429,2447185,,1245,,,JPY,,2864,0.0000,,2800.0000,0.0000,28000.0000,30800.0000,job,quote-accepted,1024881,610486,2019-12-01 06:52:37.000000,404,2019-12-04 10:20:27.000000,,,2642583,,2019-12-04 10:20:27,true,,
2679432,2447188,,1274,,,KRW,,1315,55.0000,,7232.0000,72325.0000,72325.0000,79557.0000,monthly,quote-accepted,1040811,449175,2019-12-01 06:55:37.000000,292219,2019-12-04 13:03:39.000000,,,2642586,,2019-12-04 13:03:39,true,,
2679507,2447261,,1269,,,USD,,2775,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1041809,125286,2019-12-01 07:36:03.000000,449268,2019-12-06 17:40:06.000000,,,2642661,,2019-12-06 17:40:06,true,,
2679508,2447262,,1280,,,KRW,,4425,60.0000,13275.0000,25222.0000,265500.0000,252225.0000,277447.0000,job,quote-accepted,1025997,679087,2019-12-01 07:42:01.000000,371749,2019-12-05 20:19:39.000000,,,2642662,,2019-12-05 20:19:38,true,,
2679511,2447265,,1251,,,JPY,,10989,11.0000,,10879.0000,120879.0000,108792.0000,119671.0000,job,quote-accepted,1026027,175650,2019-12-01 07:46:13.000000,338608,2019-12-06 02:17:46.000000,,,2642665,,2019-12-06 02:17:46,true,,
2679512,2447266,,1245,,,JPY,,593,6.0000,,355.0000,3558.0000,3558.0000,3913.0000,job,quote-accepted,1023292,124723,2019-12-01 07:48:47.000000,215326,2019-12-01 18:51:45.000000,,,2642666,,2019-12-01 18:51:44,true,,
2679513,2447267,,1245,,,JPY,,9050,7.0000,,6335.0000,63350.0000,63350.0000,69685.0000,job,quote-accepted,1025962,753928,2019-12-01 07:49:09.000000,710,2019-12-05 19:02:25.000000,,,2642667,,2019-12-05 19:02:24,true,,
2679515,2447269,,1245,,,JPY,,2042,8.0000,,1633.0000,16336.0000,16336.0000,17969.0000,job,quote-accepted,1024556,233724,2019-12-01 07:50:02.000000,712,2019-12-03 16:56:11.000000,,,2642669,,2019-12-03 16:56:11,true,,
2679517,2447271,,1290,,,CNY,,2875,0.6600,200.0000,101.8500,1897.5000,1697.5000,1799.3500,job,quote-accepted,1025847,585780,2019-12-01 07:54:23.000000,680,2019-12-05 16:14:04.000000,,,2642671,,2019-12-05 16:14:04,true,,
2679519,2447273,,90500,,,CNY,,1877,0.6600,288.0000,57.0500,1238.8200,950.8200,1007.8700,job,quote-accepted,1025813,312260,2019-12-01 08:06:37.000000,242386,2019-12-05 15:23:23.000000,,,2642673,,2019-12-05 15:23:23,true,,
2679520,2447274,,90500,,,CNY,,3483,0.4720,,98.6400,1643.9700,1643.9700,1742.6100,job,quote-accepted,1024601,677229,2019-12-01 08:07:10.000000,546960,2019-12-03 17:58:06.000000,,,2642674,,2019-12-03 17:58:06,true,,
2679521,2447275,,1245,,,JPY,,2707,18.0000,,4385.0000,48726.0000,43854.0000,48239.0000,job,quote-accepted,1023908,37182,2019-12-01 08:07:21.000000,632696,2019-12-02 17:01:31.000000,,,2642675,,2019-12-02 17:01:31,true,,
2679523,2447277,{"subscription_plan_id": 91024},1290,,,CNY,,1,0.0000,452.8300,27.1698,905.6600,452.8300,480.0000,job,quote-accepted,1023031,312260,2019-12-01 08:10:16.000000,312260,2019-12-01 08:10:16.000000,,,2642677,,2019-12-01 08:10:16,true,,
2679526,2447280,,1269,,,USD,,5853,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1041809,125286,2019-12-01 08:14:02.000000,362340,2019-12-09 11:40:51.000000,,,2642680,,2019-12-09 11:40:51,true,,
2679527,2447281,,1287,,,BRL,,2771,0.3000,,0.0000,831.3000,831.3000,831.3000,job,quote-accepted,1025564,753932,2019-12-01 08:15:48.000000,246452,2019-12-05 11:04:57.000000,,,2642681,,2019-12-05 11:04:57,true,,
2679528,2447282,,1280,,,KRW,,119,180.0000,,2142.0000,21420.0000,21420.0000,23562.0000,job,quote-accepted,1023694,126938,2019-12-01 08:24:29.000000,398831,2019-12-02 12:53:44.000000,,,2642682,,2019-12-02 12:53:44,true,,
2679529,2447283,,1269,,,USD,,6360,0.0770,,0.0000,489.7200,489.7200,489.7200,monthly,quote-accepted,1041809,125286,2019-12-01 08:26:03.000000,627023,2019-12-06 17:05:02.000000,,,2642683,,2019-12-06 17:05:01,true,,
2679530,2447284,,90500,true,14500,CNY,,16312,1.1320,,886.3300,18465.1800,14772.1500,15658.4800,job,quote-accepted,1030819,181501,2019-12-01 08:26:49.000000,607041,2019-12-14 11:25:26.000000,,created,2642684,,2019-12-14 11:25:26,true,,
2679531,2447285,,1245,,,JPY,,272,6.0000,163.0000,146.0000,1632.0000,1469.0000,1615.0000,job,quote-accepted,1024091,25945,2019-12-01 08:29:59.000000,310408,2019-12-03 08:13:12.000000,,,2642685,,2019-12-03 08:13:12,true,,
2679532,2447286,,1261,,,JPY,,1086,6.0000,,651.0000,6516.0000,6516.0000,7167.0000,job,quote-accepted,1024069,66033,2019-12-01 08:30:56.000000,310408,2019-12-03 07:03:00.000000,,,2642686,,2019-12-03 07:02:59,true,,
2679533,2447287,,1245,,,JPY,,1865,6.0000,,1119.0000,11190.0000,11190.0000,12309.0000,job,quote-accepted,1025857,41065,2019-12-01 08:38:07.000000,546426,2019-12-05 16:29:36.000000,,,2642687,,2019-12-05 16:29:36,true,,
2679534,2447288,,1269,,,USD,,2780,0.0770,,0.0000,214.0600,214.0600,214.0600,monthly,quote-accepted,1041809,125286,2019-12-01 08:40:02.000000,489307,2019-12-05 07:03:19.000000,,,2642688,,2019-12-05 07:03:19,true,,
2679535,2447289,,1256,,,USD,,3142,0.0680,32.0400,0.0000,213.6500,145.2900,145.2900,job,quote-accepted,1025814,592064,2019-12-01 08:43:45.000000,373,2019-12-05 15:30:29.000000,,,2642689,,2019-12-05 15:30:29,true,,
2679536,2447290,,1245,,,JPY,,268,18.0000,,482.0000,4824.0000,4824.0000,5306.0000,job,quote-accepted,1023737,162633,2019-12-01 08:44:22.000000,741,2019-12-02 13:26:05.000000,,,2642690,,2019-12-02 13:26:05,true,,
2679538,2447292,,1269,,,USD,,3663,0.0260,,0.0000,95.2300,95.2300,95.2300,monthly,quote-accepted,1041809,125286,2019-12-01 08:48:03.000000,520639,2019-12-06 12:14:51.000000,,,2642692,,2019-12-06 12:14:51,true,,
2679539,2447293,,1245,,,JPY,,3768,6.0000,,2147.0000,22608.0000,21478.0000,23625.0000,job,quote-accepted,1025979,153668,2019-12-01 08:49:42.000000,546959,2019-12-05 19:43:52.000000,,,2642693,,2019-12-05 19:43:51,true,,
2679540,2447294,,1245,,,JPY,,2217,7.0000,,1551.0000,15519.0000,15519.0000,17070.0000,job,quote-accepted,1025278,526268,2019-12-01 08:50:42.000000,675264,2019-12-04 18:06:35.000000,,,2642694,,2019-12-04 18:06:35,true,,
2679541,2447295,,98738,,,USD,,1,438.0000,,0.0000,438.0000,438.0000,438.0000,job,quote-accepted,1025956,753934,2019-12-01 08:51:07.000000,720,2019-12-05 18:47:02.000000,,,2642695,,2019-12-05 18:47:02,true,,
2679544,2447298,,1269,,,USD,,1529,0.0770,,0.0000,117.7300,117.7300,117.7300,monthly,quote-accepted,1041809,125286,2019-12-01 09:04:03.000000,712,2019-12-05 18:10:50.000000,,,2642698,,2019-12-05 18:10:50,true,,
2679545,2447299,,1245,,,JPY,,494,18.0000,,889.0000,8892.0000,8892.0000,9781.0000,job,quote-accepted,1023453,57919,2019-12-01 09:08:13.000000,670418,2019-12-02 10:54:38.000000,,,2642699,,2019-12-02 10:54:38,true,,
2679548,2447303,,1252,,,JPY,,494,6.0000,,296.0000,2964.0000,2964.0000,3260.0000,job,quote-accepted,1024540,131609,2019-12-01 09:24:02.000000,398831,2019-12-03 16:33:33.000000,,,2642702,,2019-12-03 16:33:33,true,,
2679549,2447302,,1269,,,USD,,3624,0.0770,,0.0000,279.0400,279.0400,279.0400,monthly,quote-accepted,1041809,125286,2019-12-01 09:24:03.000000,463889,2019-12-05 19:55:25.000000,,,2642703,,2019-12-05 19:55:25,true,,
2679553,2447306,,1245,,,JPY,,5695,5.5000,,3132.0000,31322.0000,31322.0000,34454.0000,job,quote-accepted,1026605,99527,2019-12-01 09:38:20.000000,102,2019-12-06 17:51:36.000000,,,2642707,,2019-12-06 17:51:36,true,,
2679555,2447308,,1261,,,JPY,,1,120000.0000,,12000.0000,120000.0000,120000.0000,132000.0000,job,quote-accepted,1030719,448,2019-12-01 09:43:30.000000,448,2019-12-14 08:55:32.000000,,,2642709,,2019-12-14 08:55:32,true,,
2679556,2447309,,98738,,,USD,,1,501.0000,,0.0000,501.0000,501.0000,501.0000,job,quote-accepted,1029604,753939,2019-12-01 09:44:22.000000,670418,2019-12-12 12:53:08.000000,,,2642710,,2019-12-12 12:53:08,true,,
2679557,2447310,,1256,,,USD,,5168,0.0680,87.8500,0.0000,351.4200,263.5700,263.5700,job,quote-accepted,1026649,753941,2019-12-01 09:45:01.000000,637550,2019-12-06 18:34:42.000000,,,2642711,,2019-12-06 18:34:41,true,,
2679560,2447312,,1245,,,JPY,,5174,5.5000,,2845.0000,28457.0000,28457.0000,31302.0000,job,quote-accepted,1026637,99527,2019-12-01 09:45:40.000000,508379,2019-12-06 18:22:13.000000,,,2642714,,2019-12-06 18:22:12,true,,
2679561,2447313,,1261,,,JPY,,1,120000.0000,,12000.0000,120000.0000,120000.0000,132000.0000,job,quote-accepted,1023850,448,2019-12-01 09:45:59.000000,448,2019-12-02 15:50:03.000000,,,2642715,,2019-12-02 15:50:02,true,,
2679564,2447315,,1269,,,USD,,2285,0.0260,,0.0000,59.4100,59.4100,59.4100,monthly,quote-accepted,1041809,125286,2019-12-01 09:50:03.000000,675264,2019-12-05 11:05:05.000000,,,2642718,,2019-12-05 11:05:05,true,,
2679565,2447316,"{""job_confirmation"": {""amount"": 525.0399999999999636202119290828704833984375, ""currency"": ""USD""}}",61593,,,USD,,6482,0.0810,,0.0000,525.0400,525.0400,525.0400,job,quote-accepted,1027422,335568,2019-12-01 09:50:27.000000,483944,2019-12-09 10:21:34.000000,,,2642719,,2019-12-09 10:21:33,true,,
2679567,2447318,,1245,,,JPY,,3528,6.0000,1000.0000,2016.0000,21168.0000,20168.0000,22184.0000,job,quote-accepted,1025987,227022,2019-12-01 09:55:56.000000,571030,2019-12-05 19:56:01.000000,,,2642721,,2019-12-05 19:56:00,true,,
2679570,2447321,,1245,,,JPY,,2471,6.0000,,1482.0000,14826.0000,14826.0000,16308.0000,job,quote-accepted,1025840,16327,2019-12-01 10:06:54.000000,616800,2019-12-05 16:01:00.000000,,,2642724,,2019-12-05 16:01:00,true,,
2679571,2447322,,1245,,,JPY,,4482,5.5000,,2465.0000,24651.0000,24651.0000,27116.0000,job,quote-accepted,1026360,162626,2019-12-01 10:11:07.000000,616800,2019-12-06 12:46:53.000000,,,2642725,,2019-12-06 12:46:52,true,,
2679574,2447325,,1261,,,JPY,,260,6.0000,,156.0000,1560.0000,1560.0000,1716.0000,job,quote-accepted,1024694,6166,2019-12-01 10:15:12.000000,246325,2019-12-03 19:51:20.000000,,,2642728,,2019-12-03 19:51:19,true,,
2679577,2447327,,1245,,,JPY,,6756,13.0000,,3513.0000,87828.0000,35132.0000,38645.0000,job,quote-accepted,1025216,70249,2019-12-01 10:18:12.000000,670418,2019-12-04 16:46:04.000000,,,2642731,,2019-12-04 16:46:03,true,,
2679582,2447332,,1245,,,JPY,,672,6.0000,,537.0000,4032.0000,5376.0000,5913.0000,job,quote-accepted,1024644,126530,2019-12-01 10:24:49.000000,223748,2019-12-03 18:42:03.000000,,,2642736,,2019-12-03 18:42:03,true,,
2679583,2447333,,1245,,,JPY,,915,6.0000,,549.0000,5490.0000,5490.0000,6039.0000,job,quote-accepted,1024527,63715,2019-12-01 10:24:58.000000,720,2019-12-03 16:20:14.000000,,,2642737,,2019-12-03 16:20:14,true,,
2679584,2447334,,1245,,,JPY,,4584,0.0000,,450.0000,0.0000,4500.0000,4950.0000,job,quote-accepted,1025837,132132,2019-12-01 10:25:55.000000,232220,2019-12-10 15:42:09.000000,,,2642738,,2019-12-05 15:57:06,true,,
2679588,2447338,,1261,,,JPY,,243,6.0000,,145.0000,1458.0000,1458.0000,1603.0000,job,quote-accepted,1024311,753948,2019-12-01 10:28:24.000000,172281,2019-12-03 12:06:51.000000,,,2642742,,2019-12-03 12:06:50,true,,
2679589,2447339,,1280,,,KRW,,4465,130.0000,35720.0000,67868.0000,580450.0000,678680.0000,746548.0000,job,quote-accepted,1025977,203621,2019-12-01 10:28:56.000000,182419,2019-12-05 19:43:08.000000,,,2642743,,2019-12-05 19:43:08,true,,
2679590,2447340,,1261,,,JPY,,841,18.0000,,1934.0000,15138.0000,19343.0000,21277.0000,job,quote-accepted,1024452,26019,2019-12-01 10:30:03.000000,246452,2019-12-03 14:21:29.000000,,,2642744,,2019-12-03 14:21:29,true,,
2679591,2447341,,1261,,,JPY,,677,20.0000,,1354.0000,13540.0000,13540.0000,14894.0000,job,quote-accepted,1025143,214425,2019-12-01 10:30:17.000000,246452,2019-12-04 15:11:48.000000,,,2642745,,2019-12-04 15:11:48,true,,
2679592,2447342,,1245,,,JPY,,1,24999.0000,,1750.0000,24999.0000,17500.0000,19250.0000,job,quote-accepted,1041446,249378,2019-12-01 10:31:53.000000,200623,2020-01-02 10:01:12.000000,,,2642746,,2020-01-02 10:01:12,true,,
2679593,2447343,"{""job_confirmation"": {""amount"": 377.8799999999999954525264911353588104248046875, ""currency"": ""USD""}}",61593,,,USD,,2197,0.1720,,0.0000,377.8800,377.8800,377.8800,job,quote-accepted,1023866,750458,2019-12-01 10:35:14.000000,362310,2019-12-02 16:16:13.000000,,,2642747,,2019-12-02 16:16:13,true,,
2679595,2447345,,1245,,,JPY,,361,6.0000,,216.0000,2166.0000,2166.0000,2382.0000,job,quote-accepted,1024412,248263,2019-12-01 10:36:35.000000,229811,2019-12-03 13:45:03.000000,,,2642749,,2019-12-03 13:45:03,true,,
2679598,2447348,,1256,,,USD,,3886,0.1000,38.8600,0.0000,388.6000,349.7400,349.7400,job,quote-accepted,1025889,517512,2019-12-01 10:45:25.000000,666,2019-12-05 17:04:16.000000,,,2642752,,2019-12-05 17:04:16,true,,
2679599,2447349,,1245,,,JPY,,2270,13.0000,,2951.0000,29510.0000,29510.0000,32461.0000,job,quote-accepted,1024693,207376,2019-12-01 10:45:31.000000,463889,2019-12-03 19:50:00.000000,,,2642753,,2019-12-03 19:50:00,true,,
2679601,2447351,,1256,,,USD,,9855,0.0680,226.1900,0.0000,670.1400,469.1000,469.1000,job,quote-accepted,1027500,753950,2019-12-01 10:48:12.000000,741,2019-12-09 11:29:56.000000,,,2642755,,2019-12-09 11:29:56,true,,
2679604,2447354,,1280,true,11122,KRW,,658,60.0000,,3948.0000,39480.0000,39480.0000,43428.0000,job,quote-accepted,1025913,563166,2019-12-01 10:52:17.000000,585556,2019-12-05 17:42:08.000000,,created,2642758,,2019-12-05 17:42:08,true,,
2679606,2447356,,1245,,,JPY,,250,6.0000,200.0000,180.0000,1500.0000,1800.0000,1980.0000,job,quote-accepted,1024178,44807,2019-12-01 10:53:05.000000,675096,2019-12-03 10:00:04.000000,,,2642760,,2019-12-03 10:00:04,true,,
2679608,2447358,{"subscription_plan_id": 91024},1290,,6854,CNY,,1,0.0000,452.8300,27.1698,905.6600,452.8300,480.0000,job,quote-accepted,1023047,74034,2019-12-01 10:53:35.000000,74034,2019-12-01 10:53:35.000000,,created,2642762,,2019-12-01 10:53:35,true,,
2679610,2447360,,1245,,,JPY,,3303,13.0000,4293.0000,3864.0000,42939.0000,38646.0000,42510.0000,job,quote-accepted,1024672,674528,2019-12-01 10:58:19.000000,546959,2019-12-03 19:17:46.000000,,,2642764,,2019-12-03 19:17:46,true,,
2679613,2447363,,90500,,,CNY,,2484,0.4250,,63.3400,1055.7000,1055.7000,1119.0400,job,quote-accepted,1025321,747869,2019-12-01 11:01:53.000000,594416,2019-12-04 19:34:39.000000,,,2642767,,2019-12-04 19:34:39,true,,
2679617,2447366,{"subscription_plan_id": 91024},1290,,3153,CNY,,1,0.0000,452.8300,27.1698,905.6600,452.8300,480.0000,job,quote-accepted,1023049,192538,2019-12-01 11:09:15.000000,192538,2019-12-01 11:09:15.000000,,created,2642771,,2019-12-01 11:09:15,true,,
2679618,2447367,,1256,,,USD,,3001,0.1210,54.4600,0.0000,363.1200,308.6600,308.6600,job,quote-accepted,1023958,217928,2019-12-01 11:10:20.000000,349683,2019-12-02 18:07:59.000000,,,2642772,,2019-12-02 18:07:58,true,,
2679619,2447368,,1245,,,JPY,,4624,5.5000,,1017.0000,25432.0000,10173.0000,11190.0000,job,quote-accepted,1025805,644,2019-12-01 11:18:26.000000,425671,2019-12-05 15:10:08.000000,,,2642773,,2019-12-05 15:10:08,true,,
2679621,2447369,,1251,,,JPY,,27,6.0000,,16.0000,162.0000,162.0000,178.0000,job,quote-accepted,1024030,133850,2019-12-01 11:22:52.000000,515561,2019-12-03 00:11:18.000000,,,2642775,,2019-12-03 00:11:18,true,,
2679624,2447372,,1251,,,JPY,,2183,11.0000,,2401.0000,24013.0000,24013.0000,26414.0000,job,quote-accepted,1025844,552257,2019-12-01 11:35:57.000000,354434,2019-12-05 16:08:25.000000,,,2642778,,2019-12-05 16:08:25,true,,
2679626,2447374,,1259,true,3462,TWD,,519,2.9000,,75.0000,1505.0000,1505.0000,1580.0000,job,quote-accepted,1025265,244829,2019-12-01 11:40:54.000000,246452,2019-12-04 17:50:45.000000,,blocked,2642780,,2019-12-04 17:50:45,true,,
2679627,2447375,,1261,,,JPY,,3905,8.0000,,3905.0000,31240.0000,39050.0000,42955.0000,job,quote-accepted,1024695,245465,2019-12-01 11:43:19.000000,546959,2019-12-03 19:54:01.000000,,,2642781,,2019-12-03 19:54:01,true,,
2679628,2447376,,1290,false,13276,CNY,,3032,0.7080,,51.5200,2146.6500,858.6600,910.1800,job,quote-accepted,1024678,385667,2019-12-01 11:43:21.000000,177663,2019-12-03 19:22:11.000000,,,2642782,,2019-12-03 19:22:10,true,,
2679629,2447377,,1290,,,CNY,,4449,0.6600,,164.1800,2936.3400,2736.3400,2900.5200,job,quote-accepted,1026495,753957,2019-12-01 11:43:24.000000,666,2019-12-06 15:16:19.000000,,,2642783,,2019-12-06 15:16:19,true,,
2679631,2447379,,1269,,,USD,,5309,0.0770,,0.0000,408.7900,408.7900,408.7900,monthly,quote-accepted,1041809,125286,2019-12-01 11:46:02.000000,275866,2019-12-05 18:31:47.000000,,,2642785,,2019-12-05 18:31:47,true,,
2679632,2447380,,1245,,,JPY,,4997,13.0000,,2598.0000,64961.0000,25985.0000,28583.0000,job,quote-accepted,1024783,94579,2019-12-01 11:48:46.000000,616800,2019-12-04 07:38:50.000000,,,2642786,,2019-12-04 07:38:50,true,,
2679633,2447381,,1245,,,JPY,,1478,6.0000,,886.0000,8868.0000,8868.0000,9754.0000,job,quote-accepted,1024653,11846,2019-12-01 11:53:18.000000,594416,2019-12-03 18:55:04.000000,,,2642787,,2019-12-03 18:55:04,true,,
2679634,2447382,,1269,,,USD,,5989,0.0260,,0.0000,155.7100,155.7100,155.7100,monthly,quote-accepted,1041809,125286,2019-12-01 11:56:02.000000,301140,2019-12-06 11:05:40.000000,,,2642788,,2019-12-06 11:05:40,true,,
2679635,2447383,,1280,,,KRW,,1602,160.0000,,25632.0000,256320.0000,256320.0000,281952.0000,job,quote-accepted,1023980,753965,2019-12-01 11:58:33.000000,441305,2019-12-02 18:38:46.000000,,,2642789,,2019-12-02 18:38:46,true,,
2679636,2447384,,1269,,,USD,,9146,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1041809,125286,2019-12-01 12:02:03.000000,632696,2019-12-09 15:54:55.000000,,,2642790,,2019-12-09 15:54:55,true,,
2679637,2447385,"{""job_confirmation"": {""amount"": 650, ""currency"": ""USD""}}",61593,,,USD,,1,650.0000,,0.0000,650.0000,650.0000,650.0000,job,quote-accepted,1026730,753967,2019-12-01 12:04:14.000000,449271,2019-12-06 22:51:59.000000,,,2642791,,2019-12-06 22:51:58,true,,
