id,enquiry_id,data,invoice_type,use_editage_card,editage_card_id,currency_code,premium,billing_unit_count,rate,discount,tax,gross_price,net_price,price_after_tax,client_invoice_frequency,status,invoice_id,created_by,created_date,last_modified_by,last_modified_date,payment_admin_eos_id,editage_card_status,component_id,eos_users,sent_to_client_date,active,converted_amount,converted_currency
2811671,2570345,"{""job_confirmation"": {""amount"": 0, ""currency"": ""USD""}}",1269,,,USD,,3,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1077175,610126,2020-02-01 01:08:03.000000,282627,2020-02-05 10:19:13.000000,,,2772610,,2020-02-05 10:19:13,true,,
2811672,2570346,"{""job_confirmation"": {""amount"": 0, ""currency"": ""USD""}}",1269,,,USD,,3,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1077175,610126,2020-02-01 01:31:21.000000,284304,2020-02-05 10:35:46.000000,,,2772611,,2020-02-05 10:35:46,true,,
2811677,2570350,,1287,,,BRL,,314,0.1300,,0.0000,40.8200,16.3300,16.3300,job,quote-accepted,1061256,352166,2020-02-01 01:53:00.000000,731052,2020-02-05 10:25:54.000000,,,2772615,,2020-02-05 10:25:54,true,,
2811685,2570357,"{""job_confirmation"": {""amount"": 272.92000000000001591615728102624416351318359375, ""currency"": ""USD""}}",1269,,,USD,,10497,0.0260,,0.0000,272.9200,272.9200,272.9200,monthly,quote-accepted,1077192,125286,2020-02-01 02:24:04.000000,653151,2020-02-07 18:49:32.000000,,,2772622,,2020-02-07 18:49:32,true,,
2811690,2570362,,1256,,,USD,,2453,0.1000,22.0700,0.0000,245.3000,198.7000,198.7000,job,quote-accepted,1061949,801372,2020-02-01 02:48:53.000000,520639,2020-02-06 10:20:38.000000,,,2772627,,2020-02-06 10:20:38,true,,
2811705,2570376,"{""job_confirmation"": {""amount"": 0, ""currency"": ""USD""}}",1269,,,USD,,2,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1077175,610126,2020-02-01 03:24:54.000000,284304,2020-02-05 10:40:22.000000,,,2772642,,2020-02-05 10:40:22,true,,
2811720,2570391,"{""job_confirmation"": {""amount"": 0, ""currency"": ""USD""}}",1269,,,USD,,1,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1077175,610126,2020-02-01 03:31:53.000000,284304,2020-02-05 10:28:26.000000,,,2772657,,2020-02-05 10:28:26,true,,
2811722,2570393,,1245,,,JPY,,245,6.0000,147.0000,132.0000,1470.0000,1323.0000,1455.0000,job,quote-accepted,1060589,92647,2020-02-01 03:32:48.000000,502951,2020-02-04 11:22:00.000000,,,2772659,,2020-02-04 11:22:00,true,,
2811768,2570439,"{""job_confirmation"": {""amount"": 0, ""currency"": ""USD""}}",1269,,,USD,,5,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1077175,610126,2020-02-01 03:53:32.000000,282627,2020-02-04 18:30:12.000000,,,2772705,,2020-02-04 18:30:12,true,,
2811775,2570446,"{""job_confirmation"": {""amount"": 417.41000000000002501110429875552654266357421875, ""currency"": ""USD""}}",1269,,,USD,,5421,0.0770,,0.0000,417.4100,417.4100,417.4100,monthly,quote-accepted,1077192,125286,2020-02-01 03:56:03.000000,310572,2020-02-05 17:52:02.000000,,,2772712,,2020-02-05 17:52:01,true,,
2811838,2570509,,1245,,,JPY,,4562,11.0000,,5018.0000,50182.0000,50182.0000,55200.0000,job,quote-accepted,1063440,40900,2020-02-01 04:21:13.000000,784,2020-02-08 12:58:30.000000,,,2772775,,2020-02-08 12:58:30,true,,
2811946,2570616,"{""job_confirmation"": {""amount"": 0, ""currency"": ""USD""}}",1269,,,USD,,1,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1077176,654315,2020-02-01 04:59:30.000000,284304,2020-02-03 14:05:54.000000,,,2772883,,2020-02-03 14:05:54,true,,
2811950,2570620,"{""job_confirmation"": {""amount"": 0, ""currency"": ""USD""}}",1269,,,USD,,1,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1077176,654315,2020-02-01 05:01:01.000000,239623,2020-02-03 12:12:32.000000,,,2772887,,2020-02-03 12:12:32,true,,
2811955,2570625,"{""job_confirmation"": {""amount"": 0, ""currency"": ""USD""}}",1269,,,USD,,1,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1077176,654315,2020-02-01 05:03:21.000000,558,2020-02-03 15:18:01.000000,,,2772892,,2020-02-03 15:18:01,true,,
2811969,2570639,,1277,true,13334,KRW,,1,1.0000,,0.0000,1.0000,1.0000,1.0000,job,quote-accepted,1059067,225667,2020-02-01 05:09:31.000000,490211,2020-02-01 05:14:30.000000,,created,2772906,,2020-02-01 05:14:30,true,,
2811971,2570641,"{""job_confirmation"": {""amount"": 0, ""currency"": ""USD""}}",1269,,,USD,,2,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1077176,654315,2020-02-01 05:09:45.000000,282627,2020-02-03 15:39:16.000000,,,2772908,,2020-02-03 15:39:16,true,,
2811977,2570647,"{""job_confirmation"": {""amount"": 417.8700000000000045474735088646411895751953125, ""currency"": ""USD""}}",1269,,,USD,,5427,0.0770,,0.0000,417.8700,417.8700,417.8700,monthly,quote-accepted,1077192,125286,2020-02-01 05:10:04.000000,627280,2020-02-05 17:46:58.000000,,,2772914,,2020-02-05 17:46:58,true,,
2811982,2570652,,1245,,,JPY,,3279,18.0000,,5902.0000,59022.0000,59022.0000,64924.0000,job,quote-accepted,1059689,277452,2020-02-01 05:12:00.000000,546960,2020-02-02 15:19:39.000000,,,2772919,,2020-02-02 15:19:38,true,,
2811983,2570653,,1245,,,JPY,,13966,15.0000,,16759.0000,209490.0000,167592.0000,184351.0000,job,quote-accepted,1068443,637468,2020-02-01 05:12:06.000000,162972,2020-02-17 13:58:11.000000,,,2772920,,2020-02-17 13:58:11,true,,
2811986,2570656,,1245,,,JPY,,20254,14.0000,,19849.0000,283556.0000,198490.0000,218339.0000,job,quote-accepted,1070702,637468,2020-02-01 05:13:14.000000,162972,2020-02-20 14:23:50.000000,,,2772923,,2020-02-20 14:23:50,true,,
2811993,2570662,"{""job_confirmation"": {""amount"": 0, ""currency"": ""USD""}}",1269,,,USD,,6,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1077176,654315,2020-02-01 05:15:36.000000,282627,2020-02-03 15:18:37.000000,,,2772930,,2020-02-03 15:18:37,true,,
2812023,2570692,"{""job_confirmation"": {""amount"": 0, ""currency"": ""USD""}}",1269,,,USD,,5,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1077176,654315,2020-02-01 05:23:19.000000,200577,2020-02-03 14:53:30.000000,,,2772960,,2020-02-03 14:53:30,true,,
2812032,2570701,,1245,,,JPY,,4100,8.0000,,2624.0000,32800.0000,26240.0000,28864.0000,job,quote-accepted,1061522,127593,2020-02-01 05:24:58.000000,674385,2020-02-05 14:57:38.000000,,,2772969,,2020-02-05 14:57:38,true,,
2812097,2570766,,1245,,,JPY,,3401,11.0000,,3741.0000,37411.0000,37411.0000,41152.0000,job,quote-accepted,1061224,305982,2020-02-01 05:41:25.000000,337737,2020-02-06 06:49:57.000000,,,2773034,,2020-02-05 09:42:28,true,,
2812122,2570791,,1245,,,JPY,,14055,23.0000,,25861.0000,323265.0000,258612.0000,284473.0000,job,quote-accepted,1064385,637468,2020-02-01 05:49:29.000000,196854,2020-02-10 19:46:09.000000,,,2773059,,2020-02-10 19:46:09,true,,
2812149,2570817,{"subscription_plan_id": 91024},1290,,,CNY,,1,0.0000,452.8300,27.1698,905.6600,452.8300,480.0000,job,quote-accepted,1059074,296079,2020-02-01 05:59:52.000000,296079,2020-02-01 05:59:52.000000,,,2773086,,2020-02-01 05:59:52,true,,
2812151,2570819,,1245,,,JPY,,6046,30.0000,,17231.0000,181380.0000,172311.0000,189542.0000,job,quote-accepted,1063403,387343,2020-02-01 06:00:53.000000,172183,2020-02-08 11:55:22.000000,,,2773088,,2020-02-08 11:55:21,true,,
2812175,2570842,"{""job_confirmation"": {""amount"": 367.3600000000000136424205265939235687255859375, ""currency"": ""USD""}}",1269,,,USD,,4771,0.0770,,0.0000,367.3600,367.3600,367.3600,monthly,quote-accepted,1077192,125286,2020-02-01 06:08:02.000000,370055,2020-02-05 10:34:52.000000,,,2773112,,2020-02-05 10:34:52,true,,
2812199,2570866,,1261,,,JPY,,552,6.0000,,331.0000,3312.0000,3312.0000,3643.0000,job,quote-accepted,1060525,179512,2020-02-01 06:13:27.000000,315040,2020-02-04 10:01:26.000000,,,2773136,,2020-02-04 10:01:26,true,,
2812221,2570888,,1245,,,JPY,,1765,24.0000,,4236.0000,42360.0000,42360.0000,46596.0000,job,quote-accepted,1059644,753325,2020-02-01 06:17:58.000000,320479,2020-02-01 19:37:16.000000,,,2773158,,2020-02-01 19:37:16,true,,
2812282,2570948,"{""job_confirmation"": {""amount"": 238.43999999999999772626324556767940521240234375, ""currency"": ""USD""}}",1269,,,USD,,9171,0.0260,,0.0000,238.4400,238.4400,238.4400,monthly,quote-accepted,1077192,125286,2020-02-01 06:30:04.000000,653151,2020-02-07 16:58:20.000000,,,2773219,,2020-02-07 16:58:20,true,,
2812290,2570956,,1261,,,JPY,,412,6.0000,,247.0000,2472.0000,2472.0000,2719.0000,job,quote-accepted,1060579,179512,2020-02-01 06:31:29.000000,515561,2020-02-04 11:08:34.000000,,,2773227,,2020-02-04 11:08:34,true,,
2812342,2571008,,1287,false,4843,BRL,,8496,0.1300,,0.0000,1104.4800,773.1400,773.1400,job,quote-accepted,1065717,274977,2020-02-01 06:44:31.000000,732,2020-02-12 15:06:41.000000,,,2773279,,2020-02-12 15:06:40,true,,
2812376,2571042,{"subscription_plan_id": 91024},1290,,21207,CNY,,1,0.0000,452.8300,27.1698,905.6600,452.8300,480.0000,job,quote-accepted,1059078,783629,2020-02-01 06:54:01.000000,783629,2020-02-01 06:54:01.000000,,created,2773313,,2020-02-01 06:54:01,true,,
2812387,2571053,,1259,true,9912,TWD,,281,1.4000,,19.0000,393.0000,393.0000,412.0000,job,quote-accepted,1059885,89208,2020-02-01 06:56:24.000000,624609,2020-02-03 10:59:19.000000,,created,2773324,,2020-02-03 10:59:19,true,,
2812421,2571086,,1290,,,CNY,,8256,0.6600,,360.5100,5448.9600,6008.5200,6369.0300,job,quote-accepted,1063271,801688,2020-02-01 07:06:35.000000,603549,2020-02-08 07:24:20.000000,,,2773358,,2020-02-08 07:24:19,true,,
2812470,2571136,"{""job_confirmation"": {""amount"": 0, ""currency"": ""USD""}}",1269,,,USD,,4625,0.0000,,0.0000,0.0000,0.0000,0.0000,monthly,quote-accepted,1077192,125286,2020-02-01 07:18:02.000000,172183,2020-02-05 18:58:29.000000,,,2773407,,2020-02-05 18:58:29,true,,
2812490,2571156,,1280,,,KRW,,5047,130.0000,32805.0000,62330.0000,656110.0000,623305.0000,685635.0000,job,quote-accepted,1061291,519328,2020-02-01 07:22:16.000000,608531,2020-02-05 10:57:26.000000,,,2773427,,2020-02-05 10:57:26,true,,
2812494,2571160,"{""job_confirmation"": {""amount"": 672.4099999999999681676854379475116729736328125, ""currency"": ""USD""}}",1256,,,USD,,1,672.4100,,0.0000,672.4100,672.4100,672.4100,job,quote-accepted,1063375,45093,2020-02-01 07:23:06.000000,674,2020-02-08 11:06:26.000000,,,2773431,,2020-02-08 11:06:25,true,,
2812511,2571177,,1261,,,JPY,,621,6.0000,,372.0000,3726.0000,3726.0000,4098.0000,job,quote-accepted,1060557,179512,2020-02-01 07:27:27.000000,229811,2020-02-04 10:47:13.000000,,,2773448,,2020-02-04 10:47:13,true,,
2812523,2571189,,93507,,,CNY,,1,2697.0000,,161.8200,2697.0000,2697.0000,2858.8200,job,quote-accepted,1064124,801692,2020-02-01 07:30:22.000000,668344,2020-02-10 14:59:18.000000,,,2773460,,2020-02-10 14:59:18,true,,
2812529,2571195,,90500,,,CNY,,2661,0.4250,,67.8600,1130.9200,1130.9200,1198.7800,job,quote-accepted,1061251,311495,2020-02-01 07:31:21.000000,762516,2020-02-05 10:17:23.000000,,,2773466,,2020-02-05 10:17:23,true,,
2812530,2571196,,1245,,,JPY,,2664,12.0000,,3196.0000,31968.0000,31968.0000,35164.0000,job,quote-accepted,1060176,26491,2020-02-01 07:31:51.000000,769598,2020-02-03 15:48:39.000000,,,2773467,,2020-02-03 15:48:39,true,,
2812536,2571202,,1277,true,10023,KRW,,3121,102.0000,,33629.0000,318342.0000,336296.0000,369925.0000,job,quote-accepted,1060947,94718,2020-02-01 07:32:39.000000,162972,2020-02-04 17:36:37.000000,,blocked,2773473,,2020-02-04 17:36:37,true,,
2812554,2571220,,1245,,,JPY,,1817,13.0000,3000.0000,2062.0000,23621.0000,20621.0000,22683.0000,job,quote-accepted,1060453,662614,2020-02-01 07:37:01.000000,675096,2020-02-04 08:12:56.000000,,,2773491,,2020-02-04 08:12:56,true,,
2812560,2571226,,1245,,,JPY,,117,18.0000,,210.0000,2106.0000,2106.0000,2316.0000,job,quote-accepted,1059664,501477,2020-02-01 07:38:30.000000,284378,2020-02-02 10:15:04.000000,,,2773497,,2020-02-02 10:15:04,true,,
2812571,2571237,,1251,,,JPY,,223,12.0000,,267.0000,2676.0000,2676.0000,2943.0000,job,quote-accepted,1060232,572272,2020-02-01 07:40:54.000000,315040,2020-02-03 16:34:29.000000,,,2773508,,2020-02-03 16:34:29,true,,
2812572,2571238,,1290,,,CNY,,3016,0.6130,288.0000,93.6500,1848.8000,1560.8000,1654.4500,job,quote-accepted,1060353,94680,2020-02-01 07:40:58.000000,94680,2020-03-02 11:57:42.000000,,,2773509,,2020-02-03 19:20:47,true,,
2812575,2571241,,1290,,,CNY,,5599,0.4250,,142.7700,2379.5700,2379.5700,2522.3400,job,quote-accepted,1061953,801708,2020-02-01 07:41:12.000000,677084,2020-02-06 10:23:53.000000,,,2773512,,2020-02-06 10:23:53,true,,
2812593,2571259,,98738,,,USD,,1,634.0000,,0.0000,634.0000,634.0000,634.0000,job,quote-accepted,1063348,801467,2020-02-01 07:45:17.000000,720,2020-02-08 10:38:00.000000,,,2773530,,2020-02-08 10:38:00,true,,
2812600,2571266,,1245,,,JPY,,14,6.0000,,8.0000,84.0000,84.0000,92.0000,job,quote-accepted,1060527,801176,2020-02-01 07:47:13.000000,769598,2020-02-04 10:03:37.000000,,,2773537,,2020-02-04 10:03:36,true,,
2812612,2571278,,98738,,,USD,,1,787.0000,,0.0000,787.0000,787.0000,787.0000,job,quote-accepted,1063417,801769,2020-02-01 07:50:06.000000,370619,2020-02-08 12:23:55.000000,,,2773549,,2020-02-08 12:23:55,true,,
2812613,2571279,,1290,,,CNY,,3986,0.7080,,236.2900,2822.0800,3938.1600,4174.4500,job,quote-accepted,1060623,801749,2020-02-01 07:50:19.000000,292174,2020-02-04 11:51:17.000000,,,2773550,,2020-02-04 11:51:17,true,,
2812617,2571283,,93507,,,CNY,,85,1.4650,,7.4700,124.5200,124.5200,131.9900,job,quote-accepted,1059833,244097,2020-02-01 07:50:47.000000,621,2020-02-03 09:51:20.000000,,,2773554,,2020-02-03 09:51:20,true,,
2812626,2571291,,98738,,,USD,,1,532.0000,,0.0000,532.0000,532.0000,532.0000,job,quote-accepted,1063917,801774,2020-02-01 07:52:37.000000,757680,2020-02-10 11:09:24.000000,,,2773563,,2020-02-10 11:09:24,true,,
2812636,2571301,,1290,,,CNY,,2859,0.6600,,113.2200,1886.9400,1886.9400,2000.1600,job,quote-accepted,1061076,797996,2020-02-01 07:55:50.000000,616800,2020-02-04 20:20:47.000000,,,2773573,,2020-02-04 20:20:47,true,,
2812644,2571309,,1245,,,JPY,,5387,5.5000,,2962.0000,29628.0000,29628.0000,32590.0000,job,quote-accepted,1062716,199854,2020-02-01 07:57:51.000000,417510,2020-02-07 10:26:23.000000,,,2773581,,2020-02-07 10:26:23,true,,
2812655,2571320,,1245,,,JPY,,5824,13.0000,,7571.0000,75712.0000,75712.0000,83283.0000,job,quote-accepted,1061300,268499,2020-02-01 08:01:01.000000,417510,2020-02-05 11:05:27.000000,,,2773592,,2020-02-05 11:05:27,true,,
2812659,2571324,,1290,,,CNY,,4687,0.0000,,19.8000,0.0000,330.0000,349.8000,job,quote-accepted,1061296,120171,2020-02-01 08:01:55.000000,228622,2020-02-05 11:02:44.000000,,,2773596,,2020-02-05 11:02:44,true,,
2812675,2571340,,1245,,,JPY,,6252,30.0000,,15942.0000,187560.0000,159426.0000,175368.0000,job,quote-accepted,1064123,268499,2020-02-01 08:05:38.000000,287615,2020-02-10 14:55:26.000000,,,2773612,,2020-02-10 14:55:26,true,,
2812686,2571351,,1245,,,JPY,,8951,16.0000,,12173.0000,143216.0000,121734.0000,133907.0000,job,quote-accepted,1065675,60659,2020-02-01 08:07:45.000000,162972,2020-02-12 14:21:46.000000,,,2773623,,2020-02-12 14:21:46,true,,
2812699,2571364,,90500,true,18000,CNY,,6861,1.1320,,402.1200,7766.6500,6701.9900,7104.1100,job,quote-accepted,1067550,504072,2020-02-01 08:10:54.000000,607041,2020-02-15 01:13:46.000000,,created,2773636,,2020-02-15 01:13:46,true,,
2812720,2571385,{"subscription_plan_id": 91024},1290,,21581,CNY,,1,0.0000,452.8300,27.1698,905.6600,452.8300,480.0000,job,quote-accepted,1059101,791979,2020-02-01 08:16:08.000000,791979,2020-02-01 08:16:08.000000,,created,2773657,,2020-02-01 08:16:08,true,,
2812733,2571397,,1245,,,JPY,,1078,6.0000,,646.0000,6468.0000,6468.0000,7114.0000,job,quote-accepted,1060490,42638,2020-02-01 08:19:19.000000,686605,2020-02-04 09:14:56.000000,,,2773670,,2020-02-04 09:14:56,true,,
2812745,2571409,,34852,,,JPY,,402,14.0000,,562.0000,5628.0000,5628.0000,6190.0000,job,quote-accepted,1060007,801782,2020-02-01 08:22:58.000000,362310,2020-02-03 12:40:21.000000,,,2773682,,2020-02-03 12:40:21,true,,
2812753,2571416,,1245,,,JPY,,4424,5.5000,,2433.0000,24332.0000,24332.0000,26765.0000,job,quote-accepted,1062775,136822,2020-02-01 08:23:57.000000,223748,2020-02-07 11:33:14.000000,,,2773690,,2020-02-07 11:33:14,true,,
2812783,2571446,,13517,,,USD,,1,88.2700,,0.0000,88.2700,88.2700,88.2700,job,quote-accepted,1060393,53446,2020-02-01 08:32:00.000000,473824,2020-02-04 01:41:18.000000,,,2773720,,2020-02-04 01:41:18,true,,
2812789,2571452,,1261,,,JPY,,2106,6.0000,,1263.0000,12636.0000,12636.0000,13899.0000,job,quote-accepted,1062051,103186,2020-02-01 08:32:55.000000,594416,2020-02-06 11:53:49.000000,,,2773726,,2020-02-06 11:53:49,true,,
2812823,2571486,"{""job_confirmation"": {""amount"": 140.31999999999999317878973670303821563720703125, ""currency"": ""USD""}}",1269,,,USD,,5397,0.0260,,0.0000,140.3200,140.3200,140.3200,monthly,quote-accepted,1077192,125286,2020-02-01 08:44:04.000000,247852,2020-02-06 07:39:40.000000,,,2773760,,2020-02-06 07:39:40,true,,
2812824,2571487,,1280,,,KRW,,4840,60.0000,14520.0000,27588.0000,290400.0000,275880.0000,303468.0000,job,quote-accepted,1061796,49585,2020-02-01 08:44:08.000000,570230,2020-02-05 23:22:36.000000,,,2773761,,2020-02-05 23:22:36,true,,
2812840,2571501,,1245,,,JPY,,1700,18.0000,3060.0000,2754.0000,30600.0000,27540.0000,30294.0000,job,quote-accepted,1059678,66011,2020-02-01 08:49:16.000000,354432,2020-02-02 13:39:50.000000,,,2773776,,2020-02-02 13:39:50,true,,
2812842,2571503,"{""adjustment"": 0, ""order_owner"": ""coordinator"", ""split_details"": {""type"": ""R"", ""max_rate"": ""50"", ""max_value"": 107500}}",1289,,,KRW,,2036,48.0000,,9772.0000,97728.0000,97728.0000,107500.0000,split,quote-accepted,1061451,78425,2020-02-01 08:50:20.000000,284378,2020-02-05 13:55:06.000000,,,2773777,{"eos_user": 77552},2020-02-05 13:55:05,true,,
2812846,2571507,,1290,,,CNY,,4003,0.6130,,147.2300,2453.8300,2453.8300,2601.0600,job,quote-accepted,1060233,789503,2020-02-01 08:51:03.000000,689857,2020-02-03 16:35:35.000000,,,2773781,,2020-02-03 16:35:34,true,,
2812851,2571512,,93507,,,CNY,,1,2697.0000,,161.8200,2697.0000,2697.0000,2858.8200,job,quote-accepted,1064117,801887,2020-02-01 08:53:19.000000,669720,2020-02-10 14:45:12.000000,,,2773786,,2020-02-10 14:45:12,true,,
2812860,2571521,,1245,,,JPY,,102,6.0000,,61.0000,612.0000,612.0000,673.0000,job,quote-accepted,1060547,56232,2020-02-01 08:56:17.000000,229811,2020-02-04 10:37:35.000000,,,2773795,,2020-02-04 10:37:35,true,,
2812872,2571533,,90500,true,21581,CNY,,4516,0.6600,288.0000,161.5500,2980.5600,2692.5600,2854.1100,job,quote-accepted,1062379,791979,2020-02-01 09:00:45.000000,443799,2020-02-06 17:29:08.000000,,created,2773807,,2020-02-06 17:29:08,true,,
2812883,2571544,,1245,,,JPY,,5124,13.0000,,6661.0000,66612.0000,66612.0000,73273.0000,job,quote-accepted,1061357,138569,2020-02-01 09:06:19.000000,229450,2020-02-05 11:57:59.000000,,,2773818,,2020-02-05 11:57:58,true,,
2812893,2571554,"{""job_confirmation"": {""amount"": 299, ""currency"": ""USD""}}",1269,,,USD,,1,260.0000,,0.0000,260.0000,299.0000,299.0000,monthly,quote-accepted,1077192,125286,2020-02-01 09:10:04.000000,310572,2020-02-06 19:36:19.000000,,,2773828,,2020-02-06 19:36:19,true,,
2812908,2571569,,1290,true,5517,CNY,,7000,0.4250,,71.4000,2975.0000,1190.0000,1261.4000,job,quote-accepted,1061010,225915,2020-02-01 09:15:43.000000,182419,2020-02-04 18:49:19.000000,,created,2773843,,2020-02-04 18:49:19,true,,
2812915,2571576,,1245,,,JPY,,862,6.0000,620.0000,455.0000,5172.0000,4552.0000,5007.0000,job,quote-accepted,1059693,142173,2020-02-01 09:18:46.000000,550837,2020-02-02 15:32:04.000000,,,2773850,,2020-02-02 15:32:04,true,,
2812919,2571580,"{""job_confirmation"": {""amount"": 204.69999999999998863131622783839702606201171875, ""currency"": ""USD""}}",1269,,,USD,,1,178.0000,,0.0000,178.0000,204.7000,204.7000,monthly,quote-accepted,1077192,125286,2020-02-01 09:20:04.000000,618360,2020-02-07 19:28:18.000000,,,2773854,,2020-02-07 19:28:18,true,,
2812925,2571586,,1280,false,10016,KRW,,6425,130.0000,,79348.0000,835250.0000,793488.0000,872836.0000,job,quote-accepted,1061303,28385,2020-02-01 09:22:12.000000,275866,2020-02-05 11:10:53.000000,,,2773860,,2020-02-05 11:10:53,true,,
2812933,2571594,,1280,,,KRW,,316,80.0000,,1011.0000,25280.0000,10112.0000,11123.0000,job,quote-accepted,1061032,110042,2020-02-01 09:24:37.000000,370619,2020-02-04 19:26:56.000000,,,2773868,,2020-02-04 19:26:56,true,,
2812937,2571598,,1280,,,KRW,,1814,60.0000,,19047.0000,108840.0000,190470.0000,209517.0000,job,quote-accepted,1061918,12337,2020-02-01 09:26:16.000000,520639,2020-02-06 09:38:49.000000,,,2773872,,2020-02-06 09:38:48,true,,
2812940,2571601,,1245,,,JPY,,3200,6.0000,,1440.0000,19200.0000,14400.0000,15840.0000,job,quote-accepted,1061861,644,2020-02-01 09:27:00.000000,675096,2020-02-06 07:25:14.000000,,,2773875,,2020-02-06 07:25:14,true,,
2812944,2571604,,1245,,,JPY,,8677,5.0000,,6073.0000,43385.0000,60739.0000,66812.0000,job,quote-accepted,1063757,139753,2020-02-01 09:28:10.000000,674133,2020-02-10 05:24:57.000000,,,2773879,,2020-02-10 05:24:57,true,,
2812946,2571606,,1245,,,JPY,,6230,5.5000,,3255.0000,34265.0000,32552.0000,35807.0000,job,quote-accepted,1062781,127242,2020-02-01 09:28:32.000000,301140,2020-02-07 11:37:13.000000,,,2773881,,2020-02-07 11:37:12,true,,
2812953,2571613,,1245,,,JPY,,4400,5.5000,2420.0000,2178.0000,24200.0000,21780.0000,23958.0000,job,quote-accepted,1062797,141066,2020-02-01 09:30:04.000000,618981,2020-02-07 11:58:18.000000,,,2773888,,2020-02-07 11:58:18,true,,
2812958,2571618,,98738,,,USD,,1,372.0000,,0.0000,372.0000,372.0000,372.0000,job,quote-accepted,1064178,801935,2020-02-01 09:31:55.000000,182419,2020-02-10 15:53:23.000000,,,2773893,,2020-02-10 15:53:23,true,,
